7245481	962729	4.0
7245481	356405	4.0
7245481	836383	4.0
7245481	284550	4.0
7245481	723581	4.0
7245481	827305	4.0
7245481	572786	4.0
7245481	473690	4.0
7245481	964695	4.0
7245481	929118	4.0
7245481	685906	4.0
7245481	787684	4.0
7245481	907975	4.0
7245481	346935	4.0
7245481	379984	4.0
7245481	235338	4.0
7245481	424691	4.0
7245481	916469	4.0
7245481	122271	4.0
7245481	393939	4.0
7245481	770814	4.0
7245481	849294	4.0
7245481	759828	4.0
7245481	242462	4.0
7245481	418051	4.0
7245481	487145	4.0
7245481	542175	4.0
7245481	964342	4.0
7245481	113303	4.0
7245481	105810	4.0
7245481	516012	4.0
7245481	731161	4.0
7245481	885390	4.0
7245481	932682	4.0
7245481	913998	4.0
7245481	144718	4.0
7245481	724396	4.0
7245481	134003	4.0
7245481	461138	4.0
7245481	901657	4.0
7245481	161014	4.0
7245481	365504	4.0
7245481	465392	4.0
7245481	500435	4.0
7245481	855364	4.0
7245481	920025	4.0
7245481	633304	4.0
7245481	310747	4.0
7245481	761832	4.0
7245481	484434	4.0
7245481	437064	4.0
7245481	793936	4.0
7245481	438689	4.0
7245481	318968	4.0
7245481	114875	4.0
7245481	628245	4.0
7245481	694749	4.0
7245481	947674	4.0
7245481	781279	4.0
7245481	175368	5.0
7245481	338914	4.0
7245481	551643	4.0
7245481	113681	4.0
7245481	113038	4.0
7245481	510372	4.0
7245481	262213	4.0
7245481	310411	4.0
7245481	373436	4.0
7245481	557713	4.0
7245481	275412	4.0
7245481	545801	4.0
7245481	651307	4.0
7245481	441324	4.0
7245481	570129	4.0
7245481	982003	4.0
7245481	770309	4.0
7245481	733738	4.0
7245481	995489	4.0
7245481	741844	4.0
7245481	696608	4.0
7245481	422711	4.0
7245481	944332	4.0
7245481	432074	4.0
7245481	737336	4.0
7245481	339150	4.0
7245481	901325	4.0
7245481	342680	4.0
7245481	388312	4.0
7245481	447842	4.0
7245481	509654	4.0
7245481	464618	4.0
7245481	984492	4.0
7245481	566698	4.0
7245481	845142	4.0
7245481	207397	4.0
7245481	603740	4.0
7245481	776258	4.0
7245481	180093	4.0
7245481	786051	4.0
7245481	401295	4.0
7245481	179278	4.0
7245481	585307	4.0
7245481	932088	4.0
7245481	422255	4.0
7245481	922811	4.0
7245481	812952	4.0
7245481	538784	4.0
7245481	397398	4.0
7245481	231082	4.0
7245481	463691	4.0
7245481	440351	4.0
7245481	899300	4.0
7245481	773792	4.0
7245481	601290	4.0
7245481	202362	4.0
7245481	846780	4.0
7245481	976811	4.0
7245481	105962	4.0
7245481	863201	4.0
7245481	491285	4.0
7245481	504606	4.0
7245481	377741	4.0
7245481	781429	4.0
7245481	662576	4.0
7245481	224635	4.0
7245481	407411	4.0
7245481	181499	4.0
7245481	610052	4.0
7245481	255964	4.0
7245481	203204	4.0
7245481	799779	4.0
7245481	476825	4.0
7245481	479614	4.0
7245481	332551	4.0
7245481	975620	4.0
7245481	532915	4.0
7245481	343755	4.0
7245481	519342	4.0
7245481	456400	4.0
7245481	250272	4.0
7245481	420642	4.0
7245481	845321	4.0
7245481	249447	4.0
7245481	448573	4.0
7245481	837861	4.0
7245481	150166	4.0
7245481	802952	4.0
7245481	480472	4.0
7245481	978873	4.0
7245481	517780	4.0
7245481	627781	4.0
7245481	797714	4.0
7245481	234262	4.0
7245481	852522	4.0
7245481	480928	4.0
7245481	315412	4.0
7245481	284552	4.0
7245481	643601	4.0
7245481	843959	4.0
7245481	127559	4.0
7245481	645496	4.0
7245481	283989	4.0
7245481	142853	4.0
7245481	511774	4.0
7245481	727313	4.0
7245481	348223	4.0
7245481	232671	4.0
7245481	538673	4.0
7245481	832057	4.0
7245481	798087	4.0
7245481	190707	4.0
7245481	274044	4.0
7245481	479113	4.0
7245481	956143	4.0
7245481	918221	4.0
7245481	500790	4.0
7245481	685980	4.0
7245481	900197	4.0
7245481	680158	4.0
7245481	901965	4.0
7245481	425311	4.0
7245481	179636	4.0
7245481	745368	4.0
7245481	225669	4.0
7245481	225785	4.0
7245481	263412	4.0
7245481	651135	4.0
7245481	979858	4.0
7245481	151367	4.0
7245481	173595	4.0
7245481	936923	4.0
7245481	156605	4.0
7245481	910454	4.0
7245481	121891	4.0
7245481	959075	4.0
7245481	349061	4.0
7245481	882787	4.0
7245481	981616	4.0
7245481	121935	4.0
7245481	360325	3.0
7245481	397322	3.0
7245481	644428	2.0
7245481	286625	3.0
7245481	201659	3.0
7245481	154093	4.0
7245481	758099	4.0
7245481	916377	3.0
7245481	928182	4.0
7245481	595933	3.0
7245481	158606	4.0
7245481	795625	4.0
7245481	945131	4.0
7245481	745103	3.0
7245481	408407	3.0
7245481	830061	4.0
7245481	961662	4.0
7245481	350963	4.0
7245481	619171	4.0
7245481	669335	3.0
7245481	712126	3.0
7245481	525290	3.0
7245481	198810	5.0
7245481	974176	4.0
7245481	350594	4.0
7245481	341824	4.0
7245481	773205	3.0
7245481	885340	4.0
7245481	586945	5.0
7245481	316765	4.0
7245481	368136	3.0
7245481	454598	3.0
7245481	647218	4.0
7245481	187068	3.0
7245481	499910	4.0
7245481	772038	3.0
7245481	930773	3.0
7245481	686033	3.0
7245481	499330	4.0
7245481	235855	4.0
7245481	412235	4.0
7245481	219029	3.0
7245481	782454	4.0
7245481	900637	3.0
7245481	429982	3.0
7245481	120901	4.0
7245481	808393	3.0
7245481	682743	4.0
7245481	217906	4.0
7245481	923030	3.0
7245481	595026	4.0
7245481	495027	3.0
7245481	268380	4.0
7245481	804568	3.0
7245481	798471	3.0
7245481	724138	3.0
7245481	761609	4.0
7245481	866859	4.0
7245481	498883	4.0
7245481	625396	4.0
7245481	129705	5.0
7245481	947447	3.0
7245481	216007	4.0
7245481	323685	4.0
7245481	215047	3.0
7245481	923915	3.0
7245481	769996	4.0
7245481	280085	4.0
7245481	807739	4.0
7245481	194686	2.0
7245481	198451	3.0
7245481	855327	3.0
7245481	763587	4.0
7245481	881540	4.0
7245481	753913	4.0
7245481	427940	3.0
7245481	470624	4.0
7245481	495631	4.0
7245481	630800	2.0
7245481	143586	3.0
7245481	896023	3.0
7245481	273514	3.0
7245481	957853	3.0
7245481	624865	4.0
7245481	793491	3.0
7245481	957432	3.0
7245481	578792	3.0
7245481	802631	4.0
7245481	866020	4.0
7245481	206953	4.0
7245481	135305	4.0
7245481	701006	4.0
7245481	327633	4.0
7245481	586008	4.0
7245481	328606	4.0
7245481	443689	4.0
7245481	876854	3.0
7245481	827421	3.0
7245481	636039	3.0
7245481	977088	4.0
7245481	251511	4.0
7245481	239566	4.0
7245481	139769	3.0
7245481	515405	3.0
7245481	207515	3.0
7245481	513980	2.0
7245481	160473	3.0
7245481	472121	3.0
7245481	275569	4.0
7245481	281051	3.0
7245481	215737	4.0
7245481	528845	3.0
7245481	666696	4.0
7245481	547253	5.0
7245481	653809	4.0
7245481	412744	3.0
7245481	397513	3.0
7245481	199155	2.0
7245481	771505	4.0
7245481	358569	4.0
7245481	991260	4.0
7245481	968893	4.0
7245481	908846	3.0
7245481	413248	3.0
7245481	371499	4.0
7245481	423577	4.0
7245481	275636	3.0
7245481	851722	3.0
7245481	871528	4.0
7245481	584841	4.0
7245481	264688	4.0
7245481	313954	4.0
7245481	129822	3.0
7245481	785453	4.0
7245481	420913	4.0
7245481	598346	4.0
7245481	927177	4.0
7245481	443850	2.0
7245481	141421	5.0
7245481	494356	5.0
7245481	607360	4.0
7245481	967900	5.0
7245481	889501	4.0
7245481	698068	4.0
7245481	293514	1.0
7245481	602598	4.0
7245481	646403	3.0
7245481	407558	4.0
7245481	509627	3.0
7245481	495875	4.0
7245481	731733	5.0
7245481	543317	4.0
7245481	488033	3.0
7245481	903210	4.0
7245481	725901	4.0
7245481	478226	3.0
7245481	843050	4.0
7245481	746462	3.0
7245481	578524	3.0
7245481	511682	4.0
7245481	669479	3.0
7245481	530049	5.0
7245481	891819	4.0
7245481	973102	4.0
7245481	199291	3.0
7245481	723197	3.0
7245481	267571	4.0
7245481	345537	4.0
7245481	392504	4.0
7245481	762924	4.0
7245481	595334	3.0
7245481	549868	3.0
7245481	205581	4.0
7245481	117646	3.0
7245481	311871	3.0
7245481	973551	3.0
7245481	251516	4.0
7245481	229939	5.0
7245481	529928	3.0
7245481	584239	3.0
7245481	829323	3.0
7245481	550324	3.0
7245481	236121	3.0
7245481	562269	5.0
7245481	993458	4.0
7245481	614575	3.0
7245481	170426	5.0
7245481	640260	3.0
7245481	302446	4.0
7245481	318311	4.0
7245481	302767	4.0
7245481	724071	4.0
7245481	491638	4.0
7245481	104959	3.0
7245481	873332	4.0
7245481	662164	3.0
7245481	236981	4.0
7245481	699148	3.0
7245481	967175	4.0
7245481	752155	4.0
7245481	476732	3.0
7245481	997265	4.0
7245481	990179	4.0
7245481	696955	3.0
7245481	582918	3.0
7245481	385009	4.0
7245481	446398	3.0
7245481	662671	3.0
7245481	881177	3.0
7245481	960270	3.0
7245481	826874	5.0
7245481	928788	4.0
7245481	854422	3.0
7245481	485228	3.0
7245481	835651	4.0
7245481	841879	3.0
7245481	101056	4.0
7245481	865391	4.0
7245481	132022	3.0
7245481	866843	4.0
7245481	311085	3.0
7245481	125973	4.0
7245481	220494	4.0
7245481	376077	5.0
7245481	341954	4.0
7245481	223923	4.0
7245481	218501	4.0
7245481	959117	4.0
7245481	957237	4.0
7245481	622319	4.0
7245481	561385	4.0
7245481	877586	5.0
7245481	203251	4.0
7245481	666070	4.0
7245481	111359	4.0
7245481	929496	4.0
7245481	663936	4.0
7245481	754995	5.0
7245481	200262	3.0
7245481	375813	4.0
7245481	728304	5.0
7245481	429050	4.0
7245481	287609	4.0
7245481	576939	4.0
7245481	687511	3.0
7245481	453838	3.0
7245481	230582	3.0
7245481	754835	3.0
7245481	680079	3.0
7245481	619933	4.0
7245481	976244	3.0
7245481	747949	4.0
7245481	983621	4.0
7245481	134100	4.0
7245481	669007	4.0
7245481	195343	2.0
7245481	878507	4.0
7245481	671509	3.0
7245481	955393	3.0
7245481	798034	3.0
7245481	349790	4.0
7245481	860622	3.0
7245481	648302	3.0
7245481	106524	3.0
7245481	658801	4.0
7245481	220687	3.0
7245481	888367	4.0
7245481	356430	5.0
7245481	350726	3.0
7245481	788537	4.0
7245481	842691	4.0
7245481	115240	4.0
7245481	423268	3.0
7245481	112900	4.0
7245481	642327	3.0
7245481	239046	4.0
7245481	742311	3.0
7245481	618034	3.0
7245481	121161	3.0
7245481	696126	3.0
7245481	156266	4.0
7245481	832920	3.0
7245481	772272	4.0
7245481	929851	3.0
7245481	590521	3.0
7245481	221450	4.0
7245481	488889	4.0
7245481	657836	4.0
7245481	211965	4.0
7245481	607330	4.0
7245481	551834	3.0
7245481	191269	3.0
7245481	625413	4.0
7245481	254842	4.0
7245481	566712	3.0
7245481	640851	4.0
7245481	456919	3.0
7245481	602954	3.0
7245481	188894	3.0
7245481	122573	4.0
7245481	580429	4.0
7245481	653508	3.0
7245481	592189	4.0
7245481	679746	4.0
7245481	540348	3.0
7245481	621278	4.0
7245481	927666	3.0
7245481	872997	4.0
7245481	304070	3.0
7245481	419461	3.0
7245481	394406	4.0
7245481	995198	4.0
7245481	523511	4.0
7245481	471206	4.0
7245481	726758	4.0
7245481	798662	3.0
7245481	877201	3.0
7245481	378626	3.0
3569215	843907	3.0
3569215	109734	1.0
3569215	444229	3.0
3569215	219029	4.0
3569215	628651	4.0
3569215	321449	5.0
3569215	382523	5.0
3569215	837167	4.0
3569215	741844	4.0
3569215	208141	3.0
3569215	676682	3.0
3569215	738884	3.0
3569215	781279	5.0
3569215	845321	5.0
3569215	980452	3.0
3569215	887572	3.0
3569215	811092	3.0
3569215	916469	5.0
3569215	158606	3.0
3569215	487145	5.0
3569215	629069	3.0
3569215	892212	3.0
3569215	275569	5.0
3569215	346935	3.0
3569215	422870	4.0
3569215	428018	4.0
3569215	727313	4.0
3569215	843959	4.0
3569215	691919	3.0
3569215	498402	3.0
3569215	387585	3.0
3569215	900197	5.0
3569215	715371	5.0
3569215	551643	5.0
3569215	510372	5.0
3569215	198810	5.0
3569215	193482	4.0
3569215	815395	4.0
3569215	423200	3.0
3569215	393761	3.0
3569215	769996	4.0
3569215	776258	4.0
3569215	908608	5.0
3569215	143586	3.0
3569215	802631	4.0
1177354	566712	4.0
1177354	628651	4.0
1177354	417481	4.0
1177354	863201	4.0
1177354	581319	4.0
1177354	412235	5.0
1177354	362680	4.0
1177354	412744	4.0
1177354	653809	4.0
1177354	696899	5.0
1177354	473690	5.0
1177354	841595	4.0
1177354	139817	4.0
1177354	737627	4.0
1177354	397398	3.0
1177354	196630	4.0
1177354	358569	5.0
1177354	888782	4.0
1177354	900637	5.0
1177354	456400	5.0
1177354	975014	4.0
1177354	275636	5.0
1177354	876854	5.0
1177354	143586	4.0
1177354	282132	3.0
1177354	432074	4.0
1177354	368136	4.0
1177354	799779	5.0
1177354	851722	4.0
1177354	836383	4.0
1177354	731161	4.0
1177354	398245	4.0
1177354	284550	4.0
1177354	225785	4.0
1177354	329773	3.0
1177354	346935	4.0
1177354	771892	4.0
1177354	154093	4.0
1177354	490446	4.0
1177354	184158	4.0
1177354	816377	4.0
1177354	139769	4.0
1177354	273040	4.0
1177354	271142	4.0
1177354	819047	4.0
1177354	345849	4.0
1177354	284550	4.0
1177354	916469	4.0
1177354	996559	4.0
1177354	287172	4.0
1177354	892212	5.0
1177354	845142	5.0
1177354	808393	5.0
1177354	799779	5.0
1177354	407538	4.0
1177354	381060	4.0
1177354	921863	3.0
1177354	802631	4.0
1177354	630800	4.0
1177354	771046	4.0
1177354	360325	4.0
1177354	310411	4.0
1177354	865019	4.0
1177354	900197	3.0
1177354	512414	4.0
1177354	741844	4.0
1177354	443689	3.0
1177354	827305	4.0
1177354	969724	4.0
1177354	525295	4.0
1177354	528845	3.0
1177354	696955	3.0
1177354	144718	4.0
1177354	349790	3.0
1177354	347746	4.0
1177354	547253	3.0
1177354	776002	5.0
1177354	723581	4.0
1177354	922542	4.0
1177354	981616	4.0
1177354	416647	3.0
1177354	575576	5.0
5265367	954266	5.0
5265367	958881	5.0
5265367	144718	5.0
5265367	775713	4.0
2182684	306247	4.0
2182684	798471	4.0
2182684	302082	3.0
2182684	827305	5.0
2182684	219560	2.0
2182684	561795	4.0
2182684	438265	4.0
2182684	608884	4.0
2182684	202362	4.0
2182684	184158	4.0
2182684	854951	4.0
2182684	850351	4.0
2182684	965821	4.0
2182684	962507	4.0
2182684	804085	4.0
2182684	490796	4.0
2182684	156860	4.0
2182684	581093	4.0
2182684	613653	4.0
9778482	134003	4.0
9778482	468825	4.0
9778482	936585	4.0
9778482	900197	4.0
9778482	745368	5.0
9778482	302082	5.0
9778482	979858	4.0
9778482	804085	4.0
9778482	156605	5.0
6322054	776002	4.0
6322054	551643	4.0
6322054	144718	5.0
6322054	310411	4.0
6322054	275412	4.0
6322054	441324	4.0
