7245481	794171
7245481	381060
7245481	776002
7245481	980705
7245481	354292
7245481	738735
7245481	624561
7245481	985808
7245481	378349
7245481	778269
7245481	242057
7245481	648898
7245481	171218
7245481	897136
7245481	572785
7245481	518661
7245481	544840
7245481	131620
7245481	600353
7245481	865019
7245481	998092
7245481	725396
7245481	724917
7245481	267570
7245481	666934
7245481	752848
7245481	325721
7245481	592793
7245481	962283
7245481	981755
7245481	696899
7245481	549623
7245481	687318
7245481	890399
7245481	598281
7245481	737627
7245481	921863
7245481	140884
7245481	423200
7245481	925011
7245481	448177
7245481	841595
7245481	860262
7245481	262406
7245481	768641
7245481	629320
7245481	700768
7245481	930168
7245481	879935
7245481	298496
7245481	729063
7245481	562124
7245481	977074
7245481	319461
7245481	629069
7245481	835171
7245481	226571
7245481	794273
7245481	159077
7245481	979985
7245481	811501
7245481	963089
7245481	921646
7245481	402403
7245481	847295
7245481	903349
7245481	716072
7245481	158579
7245481	132378
7245481	404591
7245481	704015
7245481	555298
7245481	743711
7245481	633034
7245481	917258
7245481	441456
7245481	564833
7245481	308103
7245481	769296
7245481	557735
7245481	952830
7245481	881225
7245481	946273
7245481	637939
7245481	926980
7245481	261761
7245481	168785
7245481	744882
7245481	566952
7245481	319764
7245481	102794
7245481	922542
7245481	669318
7245481	327314
7245481	571174
7245481	939509
7245481	357812
7245481	180112
7245481	670472
7245481	654604
7245481	956507
7245481	994019
7245481	551238
7245481	717711
7245481	754117
7245481	211234
7245481	628142
7245481	102706
7245481	664209
7245481	156825
7245481	666857
7245481	390981
3569215	144718
3569215	751838
3569215	797327
3569215	555540
3569215	481035
3569215	505412
3569215	428819
3569215	626199
3569215	865019
3569215	358569
3569215	139817
3569215	787684
3569215	836383
1177354	977088
1177354	727313
1177354	578573
1177354	217906
1177354	961662
1177354	910454
1177354	770309
1177354	870485
1177354	413181
1177354	275569
1177354	879935
1177354	686142
1177354	471494
1177354	164735
1177354	495027
1177354	802631
1177354	916469
1177354	358569
1177354	158579
1177354	207515
1177354	121935
1177354	480472
2182684	866020
2182684	284550
2182684	512414
2182684	392249
2182684	125332
9778482	462224
9778482	289294
9778482	771046
6322054	321729
6322054	982003
6322054	907975
6322054	770309
6322054	995489
6322054	585307
6322054	397398
6322054	608884
6322054	294068
6322054	799779
6322054	736512
6322054	219029
6322054	782454
6322054	865881
6322054	120901
6322054	808393
6322054	723581
6322054	302082
7625225	473690
7625225	929118
7625225	235338
7625225	424691
7625225	916469
7625225	793936
7625225	321729
7625225	310411
7625225	275412
7625225	518661
7625225	696608
7625225	600353
7625225	231082
7625225	267570
7625225	287114
7625225	625413
7625225	407411
7625225	472570
7625225	696899
7625225	733989
7625225	170740
7625225	857230
7625225	154651
7625225	499360
7625225	500790
7625225	876854
7625225	177201
7625225	366490
7625225	881841
7625225	663203
7625225	842604
7625225	323821
7625225	124860
7625225	125332
7625225	953640
7625225	481035
7625225	655667
7625225	615918
7625225	410431
7625225	941036
7625225	467783
7625225	532240
7625225	910454
7625225	138963
7625225	253163
7625225	809019
7625225	854951
7625225	870485
7625225	468984
7625225	683191
7625225	800096
7625225	966446
7625225	991905
7625225	168785
7625225	855327
7625225	189056
7625225	679421
7625225	832004
7625225	583888
7625225	543773
7625225	214437
7625225	841595
7625225	780824
7625225	642835
7625225	851806
7625225	962202
7625225	358569
7625225	184158
7625225	769996
7625225	132378
7625225	762924
7625225	566698
7625225	843050
7625225	275636
7625225	874875
7625225	769790
7625225	887572
8212561	235646
8212561	798471
8212561	156605
8212561	144718
8212561	901657
8680090	144718
8680090	970796
8680090	456919
8680090	231082
8680090	663478
8680090	225785
8680090	418051
8680090	116730
8680090	746949
8680090	910454
8680090	808393
2661504	262213
2661504	207515
2661504	175598
2661504	535403
2661504	962202
2661504	776002
9977150	156860
9977150	412235
9977150	473690
9977150	628651
9977150	114626
9977150	407538
9977150	682743
9977150	379984
9977150	781279
9977150	890399
9977150	737627
9977150	154651
9977150	613653
9977150	348223
9977150	687939
9977150	280483
9977150	683569
9977150	603740
9977150	323685
9977150	422255
9977150	877201
9977150	298365
9977150	360380
9977150	179636
9977150	946082
9977150	758858
9977150	719644
9977150	914026
9977150	637600
9977150	841800
9977150	961662
9977150	273066
9977150	544125
9977150	901657
9977150	464392
9977150	135549
9977150	900197
9977150	421001
9977150	657169
9977150	129037
9977150	105349
9977150	468984
9977150	691919
9977150	446398
9977150	137400
9977150	738735
9977150	731161
9977150	623162
9977150	990147
9977150	458915
9977150	224635
9977150	800096
9977150	470624
9977150	472441
9977150	566952
9977150	423026
9977150	375211
9977150	322111
9977150	662494
9977150	617258
9977150	807176
9977150	207515
9977150	422870
9977150	624561
9977150	709644
9977150	653108
9977150	916377
9977150	653809
9977150	467783
9977150	268380
9977150	760576
9977150	246250
9977150	827784
9977150	762147
9977150	877064
9977150	512414
9977150	680158
9977150	177593
9977150	758763
9977150	203007
9977150	227283
9977150	605808
9977150	671234
9977150	161705
9977150	730026
9977150	165800
9977150	538636
9977150	139674
9977150	570129
9977150	522789
9977150	281178
9977150	280321
9977150	201659
9977150	297894
9977150	394341
9977150	719581
9977150	676682
9977150	990837
9977150	845718
9977150	553894
9977150	639763
9977150	367064
9977150	516012
9977150	428018
9977150	485254
9977150	684437
9977150	656125
9977150	903104
9977150	351985
9977150	954431
9977150	820498
9977150	701006
9977150	712271
9977150	425311
9977150	289294
9977150	811092
9977150	188574
9977150	205482
9977150	874797
9977150	240965
